restaurant_id,name,cuisine,address,taxi_zone_id,taxi_zone_name,estimated_area_sqft,capacity,turnover_rate,takeaway_ratio,eat_in_ratio,effective_supply_index,dropoff_count,effective_demand,congestion_score,estimated_wait_minutes,nyc_datetime,weather_factor
50062503,3RD FLOOR COFFEE BAR,Coffee/Tea,"200 WEST STREET, MANHATTAN, NY 10282",13,Battery Park City,3552.83125,294.88499375000004,3.0,0.7,0.3,265.3964943750001,249,22.259891308973938,0.08387409698607828,0.0,,
50141337,SOJOURN SOCIAL,American,"1708 2 AVENUE, MANHATTAN, NY 10128",263,Yorkville West,580.0,34.8,1.2,0.2,0.8,33.408,533,34.72188375221108,1.0393284169124484,1.1708234229267194,,
41065348,PRICE WATERHOUSE CAFETERIA,American,"300 MADISON AVENUE, MANHATTAN, NY 10017",170,Murray Hill,533.3333333333334,32.0,1.2,0.2,0.8,30.72,846,38.10319352301197,1.2403383308272125,2.9219968117813053,,
50084330,TACO BELL CANTINA #034646,Tex-Mex,"224 7 AVENUE, MANHATTAN, NY 10011",90,Flatiron,1680.0,112.56,1.8,0.4,0.6,121.5648,411,23.420247866917975,0.19265649157418901,0.0,,
40423403,LA DELICE PASTRY SHOP,Bakery Products/Desserts,"372 3 AVENUE, MANHATTAN, NY 10016",107,Gramercy,2500.0,207.5,3.0,0.7,0.3,186.75000000000003,518,12.940959604006288,0.06929563375639243,0.0,,
50034094,BROTHER'S BAKERY CAFE,American,"2155 2 AVENUE, MANHATTAN, NY 10029",74,East Harlem North,816.0,48.96,1.2,0.2,0.8,47.0016,309,25.273854345802683,0.5377232763523514,0.0,,
50092429,"BLACK TAP CRAFT BURGERS AND BEER, LOT 15",Hamburgers,"45 WEST   35 STREET, MANHATTAN, NY 10001",164,Midtown South,600.0,49.8,2.5,0.6,0.4,49.80000000000001,745,12.732599060533557,0.25567467993039267,0.0,,
50175745,JACOB'S PICKLES,American,"680 COLUMBUS AVENUE, MANHATTAN, NY 10025",238,Upper West Side North,4445.4,266.724,1.2,0.2,0.8,256.05504,524,53.338737456386404,0.20830965661283762,0.0,,
50179832,LALYN,Other,"237 WEST   35 STREET, MANHATTAN, NY 10001",100,Garment District,623.7599999999999,37.42559999999999,1.1,0.2,0.8,32.93452799999999,539,26.83990434853772,0.8149472902279857,0.018274424154672245,,
40368318,MAGGIE'S PLACE,American,"21 EAST   47 STREET, MANHATTAN, NY 10017",161,Midtown Center,5139.3,308.358,1.2,0.2,0.8,296.02368,1222,35.84044540796926,0.12107290000573354,0.0,,
50113744,PAQ'S TAKE OUT,Mexican,"143 1 AVENUE, MANHATTAN, NY 10003",79,East Village,308.8,20.6896,1.8,0.4,0.6,22.344768,723,13.726344919285319,0.6142979385279507,0.0,,
50112384,FRIEDMAN'S,American,"50 WEST   72 STREET, MANHATTAN, NY 10023",142,Lincoln Square East,352.0,21.12,1.2,0.2,0.8,20.2752,744,49.14411052547372,2.4238533047996427,20.692844313041032,,
